CampaignID,StartDate,EndDate,Month,Quarter,Channel,Impressions,Clicks,Leads,Conversions,Click Through Rate,Conversion Rate ,Cost Per Acquisition,Cost Per Mille, Cost_USD , Revenue_USD , ROI ,Calculated ROI,Lead to Conversion Rate,ROAS
CAMP05114,06/07/2025,11/07/2025,Jul,Q3,Influencer,172007,4324,1495,878,2.51%,20.31%,USD 2.17,USD 11.06,1902.83,2358.36,0.24,23.94%,58.73%,1.24
CAMP05115,17/03/2025,26/03/2025,Mar,Q1,Search,80646,4859,2062,1139,6.03%,23.44%,USD 1.89,USD 26.75,2156.89,5218.10,1.42,141.93%,55.24%,2.42
CAMP05116,26/06/2025,10/07/2025,Jun,Q2,Social,127294,10167,2248,1200,7.99%,11.80%,USD 0.34,USD 3.22,409.42,842.21,1.06,105.71%,53.38%,2.06
CAMP05117,11/11/2025,16/11/2025,Nov,Q4,Social,235716,6884,2097,496,2.92%,7.21%,USD 1.40,USD 2.94,693.19,750.15,0.08,8.22%,23.65%,1.08
CAMP05118,14/10/2025,28/10/2025,Oct,Q4,Social,72050,2642,392,179,3.67%,6.78%,USD 7.74,USD 19.22,1384.74,3247.29,1.35,134.51%,45.66%,2.35
CAMP05119,15/12/2025,25/12/2025,Dec,Q4,Display,153867,2251,614,172,1.46%,7.64%,USD 24.42,USD 27.29,4199.61,11435.55,1.72,172.30%,28.01%,2.72
CAMP05120,12/09/2025,23/09/2025,Sep,Q3,Display,98148,9319,2332,1073,9.49%,11.51%,USD 1.05,USD 11.46,1125.08,2870.58,1.55,155.14%,46.01%,2.55
CAMP05121,21/11/2025,30/11/2025,Nov,Q4,Display,45492,2448,664,246,5.38%,10.05%,USD 4.92,USD 26.63,1211.29,3451.41,1.85,184.94%,37.05%,2.85
CAMP05122,09/07/2025,14/07/2025,Jul,Q3,Display,87942,1388,198,89,1.58%,6.41%,USD 28.35,USD 28.69,2523.17,4228.30,0.68,67.58%,44.95%,1.68
CAMP05123,04/11/2025,14/11/2025,Nov,Q4,Display,244854,20741,5379,1998,8.47%,9.63%,USD 2.24,USD 18.25,4468.20,5255.33,0.18,17.62%,37.14%,1.18
CAMP05124,11/12/2025,25/12/2025,Dec,Q4,Influencer,64289,3937,1764,993,6.12%,25.22%,USD 2.71,USD 41.81,2688.12,6527.44,1.43,142.83%,56.29%,2.43
CAMP05125,07/05/2025,16/05/2025,May,Q2,Search,9808,146,69,14,1.49%,9.59%,USD 34.92,USD 49.84,488.85,1370.70,1.80,180.39%,20.29%,2.80
CAMP05126,14/10/2025,24/10/2025,Oct,Q4,Influencer,98991,5007,984,272,5.06%,5.43%,USD 3.73,USD 10.24,1013.55,1660.19,0.64,63.80%,27.64%,1.64
CAMP05127,11/09/2025,26/09/2025,Sep,Q3,Search,299041,14681,3232,1723,4.91%,11.74%,USD 2.49,USD 14.36,4293.42,6572.01,0.53,53.07%,53.31%,1.53
CAMP05128,01/08/2025,15/08/2025,Aug,Q3,Influencer,82214,1903,197,97,2.31%,5.10%,USD 45.32,USD 53.47,4396.11,10681.31,1.43,142.97%,49.24%,2.43
CAMP05129,07/09/2025,18/09/2025,Sep,Q3,Social,77304,3697,540,148,4.78%,4.00%,USD 27.01,USD 51.71,3997.72,9820.03,1.46,145.64%,27.41%,2.46
CAMP05130,25/03/2025,05/04/2025,Mar,Q1,Email,63884,2264,538,133,3.54%,5.87%,USD 20.71,USD 43.12,2754.99,7325.80,1.66,165.91%,24.72%,2.66
CAMP05131,13/01/2025,19/01/2025,Jan,Q1,Display,237482,17334,6483,2103,7.30%,12.13%,USD 1.07,USD 9.48,2251.84,5611.02,1.49,149.17%,32.44%,2.49
CAMP05132,14/02/2025,21/02/2025,Feb,Q1,Email,114265,1199,260,102,1.05%,8.51%,USD 13.87,USD 12.38,1414.29,2546.95,0.80,80.09%,39.23%,1.80
CAMP05133,07/05/2025,17/05/2025,May,Q2,Email,204192,3996,520,113,1.96%,2.83%,USD 24.64,USD 13.64,2784.19,5139.65,0.85,84.60%,21.73%,1.85
CAMP05134,24/04/2025,01/05/2025,Apr,Q2,Social,9942,921,361,194,9.26%,21.06%,USD 17.76,USD 346.59,3445.82,8991.08,1.61,160.93%,53.74%,2.61
CAMP05135,03/10/2025,09/10/2025,Oct,Q4,Email,67681,3316,950,387,4.90%,11.67%,USD 7.85,USD 44.86,3036.35,4658.68,0.53,53.43%,40.74%,1.53
CAMP05136,24/07/2025,01/08/2025,Jul,Q3,Email,106347,2749,845,479,2.58%,17.42%,USD 2.52,USD 11.33,1205.23,1467.40,0.22,21.75%,56.69%,1.22
CAMP05137,03/12/2025,12/12/2025,Dec,Q4,Social,12370,1006,231,76,8.13%,7.55%,USD 59.54,USD 365.82,4525.21,6497.73,0.44,43.59%,32.90%,1.44
CAMP05138,30/09/2025,15/10/2025,Sep,Q3,Search,189006,16376,5653,1241,8.66%,7.58%,USD 1.62,USD 10.65,2013.13,4047.76,1.01,101.07%,21.95%,2.01
CAMP05139,27/02/2025,13/03/2025,Feb,Q1,Influencer,78905,2288,1044,572,2.90%,25.00%,USD 7.76,USD 56.22,4435.97,9497.26,1.14,114.10%,54.79%,2.14
CAMP05140,24/11/2025,07/12/2025,Nov,Q4,Email,90401,6709,2156,560,7.42%,8.35%,USD 3.66,USD 22.65,2047.50,2336.63,0.14,14.12%,25.97%,1.14
CAMP05141,07/08/2025,14/08/2025,Aug,Q3,Display,16551,1081,362,121,6.53%,11.19%,USD 2.38,USD 17.43,288.43,463.43,0.61,60.67%,33.43%,1.61
CAMP05142,19/04/2025,26/04/2025,Apr,Q2,Social,190996,14717,3670,1415,7.71%,9.61%,USD 2.63,USD 19.46,3715.98,9284.69,1.50,149.86%,38.56%,2.50
CAMP05143,06/10/2025,16/10/2025,Oct,Q4,Email,59488,4813,640,253,8.09%,5.26%,USD 18.22,USD 77.47,4608.68,12558.40,1.72,172.49%,39.53%,2.72
CAMP05144,23/06/2025,02/07/2025,Jun,Q2,Search,184669,12831,3482,729,6.95%,5.68%,USD 1.85,USD 7.30,1348.32,1698.70,0.26,25.99%,20.94%,1.26
CAMP05145,24/11/2025,04/12/2025,Nov,Q4,Search,189346,18188,8545,3509,9.61%,19.29%,USD 0.79,USD 14.57,2758.17,5619.59,1.04,103.74%,41.06%,2.04
CAMP05146,21/09/2025,02/10/2025,Sep,Q3,Display,122648,10766,4005,924,8.78%,8.58%,USD 4.39,USD 33.08,4057.33,5272.42,0.30,29.95%,23.07%,1.30
CAMP05147,11/11/2025,26/11/2025,Nov,Q4,Email,143969,4406,1304,431,3.06%,9.78%,USD 3.88,USD 11.62,1673.32,4089.77,1.44,144.41%,33.05%,2.44
CAMP05148,21/04/2025,28/04/2025,Apr,Q2,Display,229269,21143,7365,4346,9.22%,20.56%,USD 0.35,USD 6.55,1502.26,1973.95,0.31,31.40%,59.01%,1.31
CAMP05149,06/07/2025,15/07/2025,Jul,Q3,Search,234005,9913,3206,1000,4.24%,10.09%,USD 2.11,USD 9.03,2114.22,2522.98,0.19,19.33%,31.19%,1.19
CAMP05150,26/09/2025,08/10/2025,Sep,Q3,Search,44819,3378,1570,824,7.54%,24.39%,USD 3.40,USD 62.42,2797.82,5263.95,0.88,88.14%,52.48%,1.88
CAMP05151,17/08/2025,25/08/2025,Aug,Q3,Influencer,123756,10682,2024,817,8.63%,7.65%,USD 3.44,USD 22.69,2807.41,3339.27,0.19,18.94%,40.37%,1.19
CAMP05152,05/06/2025,19/06/2025,Jun,Q2,Search,223435,11009,5014,1408,4.93%,12.79%,USD 1.76,USD 11.11,2483.14,6536.01,1.63,163.22%,28.08%,2.63
CAMP05153,08/07/2025,14/07/2025,Jul,Q3,Social,145854,2134,801,391,1.46%,18.32%,USD 10.54,USD 28.25,4119.66,10932.28,1.65,165.37%,48.81%,2.65
CAMP05154,29/09/2025,07/10/2025,Sep,Q3,Influencer,35398,3379,510,215,9.55%,6.36%,USD 3.95,USD 23.99,849.30,1718.52,1.02,102.35%,42.16%,2.02
CAMP05155,02/01/2025,08/01/2025,Jan,Q1,Display,292832,4838,1203,497,1.65%,10.27%,USD 1.04,USD 1.77,517.29,1109.55,1.14,114.49%,41.31%,2.14
CAMP05156,03/09/2025,10/09/2025,Sep,Q3,Search,156105,6451,1770,375,4.13%,5.81%,USD 2.47,USD 5.93,925.95,1171.50,0.27,26.52%,21.19%,1.27
CAMP05157,29/07/2025,06/08/2025,Jul,Q3,Social,139979,8913,1186,395,6.37%,4.43%,USD 8.99,USD 25.36,3549.62,5513.59,0.55,55.33%,33.31%,1.55
CAMP05158,13/10/2025,21/10/2025,Oct,Q4,Influencer,172571,3551,1142,564,2.06%,15.88%,USD 1.44,USD 4.70,811.70,1008.14,0.24,24.20%,49.39%,1.24
CAMP05159,25/12/2025,08/01/2026,Dec,Q4,Social,228376,19512,3975,2060,8.54%,10.56%,USD 0.82,USD 7.36,1681.85,2402.93,0.43,42.87%,51.82%,1.43
CAMP05160,13/01/2025,26/01/2025,Jan,Q1,Influencer,78221,2214,627,329,2.83%,14.86%,USD 13.41,USD 56.38,4410.44,7890.53,0.79,78.91%,52.47%,1.79
CAMP05161,06/04/2025,20/04/2025,Apr,Q2,Influencer,144345,14252,3926,843,9.87%,5.91%,USD 0.93,USD 5.45,787.12,1860.51,1.36,136.37%,21.47%,2.36
CAMP05162,09/08/2025,19/08/2025,Aug,Q3,Influencer,198491,18356,5665,1501,9.25%,8.18%,USD 1.79,USD 13.54,2688.05,6601.65,1.46,145.59%,26.50%,2.46
CAMP05163,26/08/2025,08/09/2025,Aug,Q3,Display,149550,9632,4223,2509,6.44%,26.05%,USD 1.03,USD 17.25,2579.60,4872.72,0.89,88.89%,59.41%,1.89
CAMP05164,04/04/2025,12/04/2025,Apr,Q2,Influencer,212976,14780,6093,1597,6.94%,10.81%,USD 0.17,USD 1.25,266.83,423.21,0.59,58.61%,26.21%,1.59
CAMP05165,04/12/2025,17/12/2025,Dec,Q4,Influencer,116925,6784,3047,869,5.80%,12.81%,USD 0.77,USD 5.69,665.53,1743.21,1.62,161.93%,28.52%,2.62
CAMP05166,26/09/2025,11/10/2025,Sep,Q3,Social,13273,599,197,102,4.51%,17.03%,USD 46.64,USD 358.39,4756.92,8919.86,0.88,87.51%,51.78%,1.88
CAMP05167,20/06/2025,03/07/2025,Jun,Q2,Influencer,182472,7600,2632,940,4.17%,12.37%,USD 5.12,USD 26.35,4809.03,10200.13,1.12,112.10%,35.71%,2.12
CAMP05168,04/04/2025,14/04/2025,Apr,Q2,Display,44708,4034,1098,270,9.02%,6.69%,USD 16.24,USD 98.10,4385.83,6725.62,0.53,53.35%,24.59%,1.53
CAMP05169,29/05/2025,07/06/2025,May,Q2,Social,37552,2324,899,224,6.19%,9.64%,USD 9.89,USD 59.01,2216.12,2510.94,0.13,13.30%,24.92%,1.13
CAMP05170,22/04/2025,29/04/2025,Apr,Q2,Influencer,187632,15779,2871,670,8.41%,4.25%,USD 4.49,USD 16.02,3005.41,3994.28,0.33,32.90%,23.34%,1.33
CAMP05171,24/02/2025,05/03/2025,Feb,Q1,Social,293574,16518,4791,1304,5.63%,7.89%,USD 3.17,USD 14.10,4138.34,10040.58,1.43,142.62%,27.22%,2.43
CAMP05172,03/12/2025,10/12/2025,Dec,Q4,Display,164647,6196,2389,952,3.76%,15.36%,USD 3.59,USD 20.73,3413.11,5300.96,0.55,55.31%,39.85%,1.55
CAMP05173,26/04/2025,05/05/2025,Apr,Q2,Social,63433,1158,476,98,1.83%,8.46%,USD 45.78,USD 70.72,4486.15,5620.13,0.25,25.28%,20.59%,1.25
CAMP05174,23/05/2025,01/06/2025,May,Q2,Display,48436,1895,377,93,3.91%,4.91%,USD 17.71,USD 34.01,1647.13,3762.14,1.28,128.41%,24.67%,2.28
CAMP05175,20/07/2025,26/07/2025,Jul,Q3,Search,188696,16833,2905,1635,8.92%,9.71%,USD 1.93,USD 16.74,3158.34,6177.72,0.96,95.60%,56.28%,1.96
CAMP05176,29/06/2025,12/07/2025,Jun,Q2,Influencer,169010,12519,2696,1484,7.41%,11.85%,USD 1.94,USD 17.03,2878.49,3012.23,0.05,4.65%,55.04%,1.05
CAMP05177,21/07/2025,01/08/2025,Jul,Q3,Display,31358,2531,1184,631,8.07%,24.93%,USD 7.80,USD 157.04,4924.52,14683.25,1.98,198.17%,53.29%,2.98
CAMP05178,30/12/2025,09/01/2026,Dec,Q4,Influencer,144841,11530,1748,843,7.96%,7.31%,USD 5.22,USD 30.40,4402.58,7768.16,0.76,76.45%,48.23%,1.76
CAMP05179,22/02/2025,03/03/2025,Feb,Q1,Display,104819,2179,1048,486,2.08%,22.30%,USD 1.87,USD 8.68,909.44,2101.17,1.31,131.04%,46.37%,2.31
CAMP05180,29/06/2025,07/07/2025,Jun,Q2,Email,78728,1912,952,295,2.43%,15.43%,USD 1.32,USD 4.94,388.57,1152.95,1.97,196.72%,30.99%,2.97
CAMP05181,09/11/2025,21/11/2025,Nov,Q4,Email,105502,4067,1681,561,3.85%,13.79%,USD 4.08,USD 21.68,2287.37,5190.43,1.27,126.92%,33.37%,2.27
CAMP05182,04/11/2025,10/11/2025,Nov,Q4,Email,284429,10550,4263,1254,3.71%,11.89%,USD 2.21,USD 9.75,2773.03,4501.47,0.62,62.33%,29.42%,1.62
CAMP05183,17/05/2025,29/05/2025,May,Q2,Display,158359,2525,1215,719,1.59%,28.48%,USD 5.52,USD 25.07,3970.34,7847.98,0.98,97.67%,59.18%,1.98
CAMP05184,01/07/2025,06/07/2025,Jul,Q3,Influencer,36347,865,187,84,2.38%,9.71%,USD 10.51,USD 24.28,882.66,1064.12,0.21,20.56%,44.92%,1.21
CAMP05185,01/01/2025,15/01/2025,Jan,Q1,Email,242131,21080,3195,1873,8.71%,8.89%,USD 2.46,USD 19.03,4607.64,6167.23,0.34,33.85%,58.62%,1.34
CAMP05186,13/02/2025,18/02/2025,Feb,Q1,Influencer,269210,16964,7281,2247,6.30%,13.25%,USD 1.29,USD 10.78,2900.77,4708.80,0.62,62.33%,30.86%,1.62
CAMP05187,15/08/2025,22/08/2025,Aug,Q3,Display,47779,1949,328,147,4.08%,7.54%,USD 28.77,USD 88.52,4229.46,4946.36,0.17,16.95%,44.82%,1.17
CAMP05188,27/11/2025,06/12/2025,Nov,Q4,Influencer,232362,13333,1575,793,5.74%,5.95%,USD 5.29,USD 18.07,4198.74,5151.90,0.23,22.70%,50.35%,1.23
CAMP05189,08/04/2025,18/04/2025,Apr,Q2,Influencer,61112,2048,365,86,3.35%,4.20%,USD 55.40,USD 77.96,4764.14,12763.47,1.68,167.91%,23.56%,2.68
CAMP05190,27/07/2025,04/08/2025,Jul,Q3,Email,118904,7436,2046,955,6.25%,12.84%,USD 3.48,USD 27.99,3327.80,4989.03,0.50,49.92%,46.68%,1.50
CAMP05191,22/09/2025,03/10/2025,Sep,Q3,Social,115962,1938,577,154,1.67%,7.95%,USD 25.59,USD 33.98,3940.74,6482.95,0.65,64.51%,26.69%,1.65
CAMP05192,15/10/2025,26/10/2025,Oct,Q4,Search,195104,17801,2225,736,9.12%,4.13%,USD 5.60,USD 21.12,4120.58,5551.12,0.35,34.72%,33.08%,1.35
CAMP05193,28/09/2025,04/10/2025,Sep,Q3,Display,286849,9075,2517,1224,3.16%,13.49%,USD 1.96,USD 8.35,2393.77,4328.96,0.81,80.84%,48.63%,1.81
CAMP05194,20/05/2025,26/05/2025,May,Q2,Display,243706,20402,6971,2621,8.37%,12.85%,USD 0.85,USD 9.10,2218.17,5313.81,1.40,139.56%,37.60%,2.40
CAMP05195,25/08/2025,31/08/2025,Aug,Q3,Display,47125,3270,1545,878,6.94%,26.85%,USD 5.40,USD 100.55,4738.42,13697.11,1.89,189.06%,56.83%,2.89
CAMP05196,13/03/2025,19/03/2025,Mar,Q1,Search,103226,5891,1124,333,5.71%,5.65%,USD 1.29,USD 4.15,428.16,889.53,1.08,107.76%,29.63%,2.08
CAMP05197,04/06/2025,17/06/2025,Jun,Q2,Social,50536,4734,872,228,9.37%,4.82%,USD 20.92,USD 94.38,4769.43,7633.25,0.60,60.05%,26.15%,1.60
CAMP05198,09/07/2025,18/07/2025,Jul,Q3,Influencer,190142,4584,1172,392,2.41%,8.55%,USD 7.49,USD 15.43,2934.57,5927.03,1.02,101.97%,33.45%,2.02
CAMP05199,25/09/2025,10/10/2025,Sep,Q3,Display,107643,2231,1100,594,2.07%,26.62%,USD 2.60,USD 14.34,1543.94,1938.14,0.26,25.53%,54.00%,1.26
CAMP05200,17/11/2025,29/11/2025,Nov,Q4,Influencer,251528,9801,2298,1238,3.90%,12.63%,USD 2.29,USD 11.25,2830.29,6663.28,1.35,135.43%,53.87%,2.35
CAMP05201,17/04/2025,26/04/2025,Apr,Q2,Email,29810,2525,296,102,8.47%,4.04%,USD 31.62,USD 108.19,3225.18,5343.92,0.66,65.69%,34.46%,1.66
CAMP05202,20/08/2025,04/09/2025,Aug,Q3,Email,224322,2953,609,319,1.32%,10.80%,USD 2.02,USD 2.87,642.85,1857.65,1.89,188.97%,52.38%,2.89
CAMP05203,11/02/2025,20/02/2025,Feb,Q1,Email,130640,4121,1332,307,3.15%,7.45%,USD 11.02,USD 25.89,3382.63,7837.83,1.32,131.71%,23.05%,2.32
CAMP05204,09/07/2025,14/07/2025,Jul,Q3,Display,12388,597,158,32,4.82%,5.36%,USD 141.33,USD 365.08,4522.64,8829.43,0.95,95.23%,20.25%,1.95
CAMP05205,19/05/2025,29/05/2025,May,Q2,Search,96631,7166,2935,1602,7.42%,22.36%,USD 3.03,USD 50.29,4859.34,7100.26,0.46,46.12%,54.58%,1.46
CAMP05206,13/04/2025,21/04/2025,Apr,Q2,Display,266421,9841,3374,1854,3.69%,18.84%,USD 1.64,USD 11.41,3038.96,3597.75,0.18,18.39%,54.95%,1.18
CAMP05207,20/06/2025,27/06/2025,Jun,Q2,Email,215530,10847,3512,903,5.03%,8.32%,USD 1.89,USD 7.90,1702.52,2343.26,0.38,37.63%,25.71%,1.38
CAMP05208,17/12/2025,27/12/2025,Dec,Q4,Email,161583,6514,1492,476,4.03%,7.31%,USD 6.01,USD 17.71,2861.02,6122.77,1.14,114.01%,31.90%,2.14
CAMP05209,30/09/2025,06/10/2025,Sep,Q3,Display,194684,3559,1141,616,1.83%,17.31%,USD 0.18,USD 0.59,113.95,232.37,1.04,103.92%,53.99%,2.04
CAMP05210,09/08/2025,21/08/2025,Aug,Q3,Search,175296,13406,4641,1083,7.65%,8.08%,USD 4.25,USD 26.27,4604.27,4691.38,0.02,1.89%,23.34%,1.02
CAMP05211,01/08/2025,06/08/2025,Aug,Q3,Search,30394,1566,268,146,5.15%,9.32%,USD 27.02,USD 129.79,3944.73,9814.98,1.49,148.81%,54.48%,2.49
CAMP05212,07/12/2025,20/12/2025,Dec,Q4,Influencer,229751,19098,7531,3237,8.31%,16.95%,USD 0.28,USD 3.98,915.55,989.06,0.08,8.03%,42.98%,1.08
CAMP05213,25/02/2025,09/03/2025,Feb,Q1,Social,58269,4225,1086,502,7.25%,11.88%,USD 6.15,USD 52.96,3085.90,3567.41,0.16,15.60%,46.22%,1.16
CAMP05214,08/12/2025,13/12/2025,Dec,Q4,Email,195531,2972,1179,516,1.52%,17.36%,USD 0.39,USD 1.03,200.95,487.06,1.42,142.38%,43.77%,2.42
CAMP05215,12/04/2025,26/04/2025,Apr,Q2,Search,72975,4014,686,297,5.50%,7.40%,USD 3.90,USD 15.88,1158.60,2655.75,1.29,129.22%,43.29%,2.29
CAMP05216,11/07/2025,24/07/2025,Jul,Q3,Email,229571,22768,8255,2262,9.92%,9.93%,USD 0.41,USD 4.06,933.06,1335.07,0.43,43.09%,27.40%,1.43
CAMP05217,06/11/2025,12/11/2025,Nov,Q4,Social,277163,10451,1157,340,3.77%,3.25%,USD 2.54,USD 3.12,865.13,2011.99,1.33,132.57%,29.39%,2.33
CAMP05218,19/07/2025,26/07/2025,Jul,Q3,Email,289614,15745,2575,1112,5.44%,7.06%,USD 2.52,USD 9.69,2805.30,2911.74,0.04,3.79%,43.18%,1.04
CAMP05219,21/08/2025,27/08/2025,Aug,Q3,Search,135752,9323,4255,1534,6.87%,16.45%,USD 3.15,USD 35.55,4825.69,7509.61,0.56,55.62%,36.05%,1.56
CAMP05220,15/08/2025,27/08/2025,Aug,Q3,Influencer,113369,3197,909,378,2.82%,11.82%,USD 1.95,USD 6.52,738.65,1860.73,1.52,151.91%,41.58%,2.52
CAMP05221,19/05/2025,25/05/2025,May,Q2,Display,115803,8479,2570,774,7.32%,9.13%,USD 5.65,USD 37.80,4376.80,8532.17,0.95,94.94%,30.12%,1.95
CAMP05222,10/12/2025,24/12/2025,Dec,Q4,Display,227957,15815,7322,2822,6.94%,17.84%,USD 0.18,USD 2.21,503.06,1363.88,1.71,171.12%,38.54%,2.71
CAMP05223,01/11/2025,07/11/2025,Nov,Q4,Search,209999,9186,2700,694,4.37%,7.55%,USD 0.73,USD 2.41,505.93,651.28,0.29,28.73%,25.70%,1.29
CAMP05224,29/05/2025,03/06/2025,May,Q2,Search,165730,5899,2134,459,3.56%,7.78%,USD 6.92,USD 19.17,3177.58,8659.77,1.73,172.53%,21.51%,2.73
CAMP05225,25/04/2025,06/05/2025,Apr,Q2,Social,78905,7316,1381,801,9.27%,10.95%,USD 3.64,USD 36.94,2915.08,5749.47,0.97,97.23%,58.00%,1.97
CAMP05226,04/03/2025,10/03/2025,Mar,Q1,Email,279072,5981,793,387,2.14%,6.47%,USD 4.62,USD 6.40,1786.72,2149.35,0.20,20.30%,48.80%,1.20
CAMP05227,14/04/2025,28/04/2025,Apr,Q2,Social,244053,11929,2878,1148,4.89%,9.62%,USD 2.36,USD 11.12,2713.60,2966.64,0.09,9.32%,39.89%,1.09
CAMP05228,05/12/2025,14/12/2025,Dec,Q4,Display,56243,4444,1864,783,7.90%,17.62%,USD 4.85,USD 67.55,3799.09,3808.94,0.00,0.26%,42.01%,1.00
CAMP05229,25/12/2025,03/01/2026,Dec,Q4,Email,126118,2942,820,331,2.33%,11.25%,USD 11.75,USD 30.84,3889.14,8844.27,1.27,127.41%,40.37%,2.27
CAMP05230,05/06/2025,12/06/2025,Jun,Q2,Social,183884,17278,2889,1616,9.40%,9.35%,USD 0.10,USD 0.86,158.73,229.23,0.44,44.42%,55.94%,1.44
CAMP05231,30/09/2025,07/10/2025,Sep,Q3,Display,135218,7756,2466,1256,5.74%,16.19%,USD 0.38,USD 3.57,482.61,623.49,0.29,29.19%,50.93%,1.29
CAMP05232,06/01/2025,13/01/2025,Jan,Q1,Email,240702,13342,2742,905,5.54%,6.78%,USD 0.13,USD 0.49,116.81,257.31,1.20,120.28%,33.01%,2.20
CAMP05233,27/05/2025,06/06/2025,May,Q2,Influencer,160663,7741,3705,1064,4.82%,13.74%,USD 0.17,USD 1.10,176.64,321.18,0.82,81.83%,28.72%,1.82
CAMP05234,03/07/2025,11/07/2025,Jul,Q3,Influencer,243404,21436,7094,1607,8.81%,7.50%,USD 2.62,USD 17.31,4214.23,8002.88,0.90,89.90%,22.65%,1.90
CAMP05235,28/01/2025,04/02/2025,Jan,Q1,Social,12721,1213,598,154,9.54%,12.70%,USD 3.31,USD 40.04,509.41,645.95,0.27,26.80%,25.75%,1.27
CAMP05236,07/02/2025,13/02/2025,Feb,Q1,Search,162224,7171,840,332,4.42%,4.63%,USD 10.79,USD 22.09,3583.93,5398.93,0.51,50.64%,39.52%,1.51
CAMP05237,29/04/2025,06/05/2025,Apr,Q2,Email,185529,10911,1141,320,5.88%,2.93%,USD 15.32,USD 26.42,4902.16,5872.91,0.20,19.80%,28.05%,1.20
CAMP05238,20/10/2025,28/10/2025,Oct,Q4,Social,207420,7962,2315,752,3.84%,9.44%,USD 5.48,USD 19.87,4122.46,6884.23,0.67,66.99%,32.48%,1.67
CAMP05239,01/09/2025,11/09/2025,Sep,Q3,Search,287984,12418,5523,1399,4.31%,11.27%,USD 0.30,USD 1.48,425.34,687.87,0.62,61.72%,25.33%,1.62
CAMP05240,09/03/2025,17/03/2025,Mar,Q1,Search,137280,1722,533,303,1.25%,17.60%,USD 14.79,USD 32.63,4480.01,11447.62,1.56,155.53%,56.85%,2.56
CAMP05241,02/08/2025,14/08/2025,Aug,Q3,Email,220695,17817,8026,1713,8.07%,9.61%,USD 2.80,USD 21.73,4795.02,14257.86,1.97,197.35%,21.34%,2.97
CAMP05242,06/08/2025,13/08/2025,Aug,Q3,Email,6971,677,103,35,9.71%,5.17%,USD 101.75,USD 510.86,3561.23,10677.88,2.00,199.84%,33.98%,3.00
CAMP05243,26/06/2025,03/07/2025,Jun,Q2,Search,34795,2757,1046,317,7.92%,11.50%,USD 9.84,USD 89.67,3119.92,5528.15,0.77,77.19%,30.31%,1.77
CAMP05244,26/10/2025,02/11/2025,Oct,Q4,Display,137055,7762,2824,574,5.66%,7.40%,USD 5.31,USD 22.25,3048.80,7884.80,1.59,158.62%,20.33%,2.59
CAMP05245,13/06/2025,25/06/2025,Jun,Q2,Social,147574,12466,3964,2265,8.45%,18.17%,USD 1.82,USD 27.91,4119.24,6418.81,0.56,55.83%,57.14%,1.56
CAMP05246,27/02/2025,07/03/2025,Feb,Q1,Email,114267,9965,2611,849,8.72%,8.52%,USD 3.31,USD 24.61,2811.91,3616.21,0.29,28.60%,32.52%,1.29
CAMP05247,26/09/2025,01/10/2025,Sep,Q3,Search,265371,15658,5618,2252,5.90%,14.38%,USD 0.77,USD 6.54,1735.51,3956.80,1.28,127.99%,40.09%,2.28
CAMP05248,04/11/2025,10/11/2025,Nov,Q4,Display,203735,19221,6151,2663,9.43%,13.85%,USD 1.82,USD 23.83,4855.13,9485.94,0.95,95.38%,43.29%,1.95
CAMP05249,27/02/2025,13/03/2025,Feb,Q1,Influencer,221631,2818,589,261,1.27%,9.26%,USD 1.29,USD 1.52,337.44,738.11,1.19,118.74%,44.31%,2.19
CAMP05250,15/10/2025,21/10/2025,Oct,Q4,Search,169400,1847,261,100,1.09%,5.41%,USD 33.60,USD 19.84,3360.21,5821.90,0.73,73.26%,38.31%,1.73
CAMP05251,15/04/2025,22/04/2025,Apr,Q2,Display,47769,827,210,91,1.73%,11.00%,USD 32.63,USD 62.17,2969.57,4763.50,0.60,60.41%,43.33%,1.60
CAMP05252,16/08/2025,26/08/2025,Aug,Q3,Influencer,57084,868,264,132,1.52%,15.21%,USD 24.48,USD 56.62,3231.83,9228.75,1.86,185.56%,50.00%,2.86
CAMP05253,04/09/2025,16/09/2025,Sep,Q3,Display,46250,2229,676,392,4.82%,17.59%,USD 8.28,USD 70.20,3246.81,8983.99,1.77,176.70%,57.99%,2.77
CAMP05254,07/07/2025,12/07/2025,Jul,Q3,Email,236285,22359,6042,2796,9.46%,12.51%,USD 0.25,USD 2.98,705.29,879.90,0.25,24.76%,46.28%,1.25
CAMP05255,24/03/2025,06/04/2025,Mar,Q1,Search,183939,13017,3006,1156,7.08%,8.88%,USD 0.65,USD 4.10,754.21,1738.17,1.30,130.46%,38.46%,2.30
CAMP05256,05/07/2025,10/07/2025,Jul,Q3,Influencer,186652,12944,3109,1174,6.93%,9.07%,USD 0.37,USD 2.30,430.12,737.96,0.72,71.57%,37.76%,1.72
CAMP05257,09/09/2025,23/09/2025,Sep,Q3,Display,153403,6847,1412,683,4.46%,9.98%,USD 6.88,USD 30.63,4698.08,10030.68,1.14,113.51%,48.37%,2.14
CAMP05258,21/12/2025,27/12/2025,Dec,Q4,Influencer,13572,787,261,117,5.80%,14.87%,USD 26.40,USD 227.57,3088.53,4368.40,0.41,41.44%,44.83%,1.41
CAMP05259,26/08/2025,02/09/2025,Aug,Q3,Social,277040,10354,4555,1676,3.74%,16.19%,USD 0.29,USD 1.72,477.84,1169.42,1.45,144.73%,36.79%,2.45
